-2.000000,-0.666667,4.444445,0.000000,10.000000
-1.555556,-2.000000,6.419754,0.000000,10.000000
-1.111111,2.000000,5.234568,0.000000,10.000000
-0.666667,0.666667,0.888890,0.000000,10.000000
-0.222222,-1.555556,2.469137,0.000000,10.000000
-0.030455,0.077833,0.006985,0.000000,10.000000
0.222222,-0.222222,0.098765,0.000000,10.000000
0.666667,1.111111,1.679013,0.000000,10.000000
1.111111,1.555556,3.654322,1.000000,10.000000
1.555556,0.222222,2.469137,1.000000,10.000000
2.000000,-1.111111,5.234568,1.000000,10.000000
