1,32,45,25.566412,0,0.0,5622
2,32,45,12.783206,0,0.0,4122
2,32,45,12.783206,0,0.0,4122
3,32,45,8.522137333333333,0,0.0,4219
3,32,45,8.522137333333333,0,0.0,4219
3,32,45,8.522137333333333,0,0.0,4219
4,32,45,6.391603,0,0.0,5501
4,32,45,6.391603,0,0.0,5501
4,32,45,6.391603,0,0.0,5501
4,32,45,6.391603,0,0.0,5501
5,32,45,5.1132824,0,0.0,6922
5,32,45,5.1132824,0,0.0,6922
5,32,45,5.1132824,0,0.0,6922
5,32,45,5.1132824,0,0.0,6922
5,32,45,5.1132824,0,0.0,6922
6,32,45,4.261068666666667,0,0.0,4023
6,32,45,4.261068666666667,0,0.0,4023
6,32,45,4.261068666666667,0,0.0,4023
6,32,45,4.261068666666667,0,0.0,4023
6,32,45,4.261068666666667,0,0.0,4023
6,32,45,4.261068666666667,0,0.0,4023
7,32,45,3.6523445714285714,0,0.0,4023
7,32,45,3.6523445714285714,0,0.0,4023
7,32,45,3.6523445714285714,0,0.0,4023
7,32,45,3.6523445714285714,0,0.0,4023
7,32,45,3.6523445714285714,0,0.0,4023
7,32,45,3.6523445714285714,0,0.0,4023
7,32,45,3.6523445714285714,0,0.0,4023
8,32,45,3.1958015,0,0.0,4023
8,32,45,3.1958015,0,0.0,4023
8,32,45,3.1958015,0,0.0,4023
8,32,45,3.1958015,0,0.0,4023
8,32,45,3.1958015,0,0.0,4023
8,32,45,3.1958015,0,0.0,4023
8,32,45,3.1958015,0,0.0,4023
8,32,45,3.1958015,0,0.0,4023
9,32,45,2.8407124444444443,0,0.0,4023
9,32,45,2.8407124444444443,0,0.0,4023
9,32,45,2.8407124444444443,0,0.0,4023
9,32,45,2.8407124444444443,0,0.0,4023
9,32,45,2.8407124444444443,0,0.0,4023
9,32,45,2.8407124444444443,0,0.0,4023
9,32,45,2.8407124444444443,0,0.0,4023
9,32,45,2.8407124444444443,0,0.0,4023
9,32,45,2.8407124444444443,0,0.0,4023
10,32,45,2.5566412,0,0.0,4023
10,32,45,2.5566412,0,0.0,4023
10,32,45,2.5566412,0,0.0,4023
10,32,45,2.5566412,0,0.0,4023
10,32,45,2.5566412,0,0.0,4023
10,32,45,2.5566412,0,0.0,4023
10,32,45,2.5566412,0,0.0,4023
10,32,45,2.5566412,0,0.0,4023
10,32,45,2.5566412,0,0.0,4023
10,32,45,2.5566412,0,0.0,4023
11,32,45,2.3242192727272726,0,0.0,4023
11,32,45,2.3242192727272726,0,0.0,4023
11,32,45,2.3242192727272726,0,0.0,4023
11,32,45,2.3242192727272726,0,0.0,4023
11,32,45,2.3242192727272726,0,0.0,4023
11,32,45,2.3242192727272726,0,0.0,4023
11,32,45,2.3242192727272726,0,0.0,4023
11,32,45,2.3242192727272726,0,0.0,4023
11,32,45,2.3242192727272726,0,0.0,4023
11,32,45,2.3242192727272726,0,0.0,4023
11,32,45,2.3242192727272726,0,0.0,4023
12,32,45,2.1305343333333333,0,0.0,4023
12,32,45,2.1305343333333333,0,0.0,4023
12,32,45,2.1305343333333333,0,0.0,4023
12,32,45,2.1305343333333333,0,0.0,4023
12,32,45,2.1305343333333333,0,0.0,4023
12,32,45,2.1305343333333333,0,0.0,4023
12,32,45,2.1305343333333333,0,0.0,4023
12,32,45,2.1305343333333333,0,0.0,4023
12,32,45,2.1305343333333333,0,0.0,4023
12,32,45,2.1305343333333333,0,0.0,4023
12,32,45,2.1305343333333333,0,0.0,4023
12,32,45,2.1305343333333333,0,0.0,4023
1,31,45,23.686029,0,0.1412,5622
2,31,45,11.8430145,0,0.1412,4122
2,31,45,11.8430145,0,0.1412,4122
3,31,45,7.895343,0,0.1412,4219
3,31,45,7.895343,0,0.1412,4219
3,31,45,7.895343,0,0.1412,4219
4,31,45,5.92150725,0,0.1412,5501
4,31,45,5.92150725,0,0.1412,5501
4,31,45,5.92150725,0,0.1412,5501
4,31,45,5.92150725,0,0.1412,5501
5,31,45,4.7372058,0,0.1412,6922
5,31,45,4.7372058,0,0.1412,6922
5,31,45,4.7372058,0,0.1412,6922
